"","survey_id","choice_indicator","obs_id","label","choice_set","pension","gender_equality","living_wage","salary_equality","labor_rights","environmental_impact","faith_morality","firearms","price"
"9302",216741952,0,4651,2,7,40000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9303",216741952,1,4652,1,8,50000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"9304",216741952,0,4652,2,8,55000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"9305",216741952,0,4653,1,9,50000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"9306",216741952,1,4653,2,9,60000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"9307",216741952,1,4654,1,10,60000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9308",216741952,0,4654,2,10,55000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"9309",216741952,0,4655,1,11,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9310",216741952,1,4655,2,11,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9311",216741952,0,4656,1,12,40000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"9312",216741952,1,4656,2,12,60000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"9313",216741965,0,4657,1,1,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9314",216741965,1,4657,2,1,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9315",216741965,1,4658,1,2,60000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"9316",216741965,0,4658,2,2,50000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"9317",216741965,1,4659,1,3,40000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9318",216741965,0,4659,2,3,55000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"9319",216741965,0,4660,1,4,45000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9320",216741965,1,4660,2,4,50000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"9321",216741965,1,4661,1,5,70000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"9322",216741965,0,4661,2,5,40000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"9323",216741965,1,4662,1,6,55000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9324",216741965,0,4662,2,6,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"9325",216741965,1,4663,1,7,70000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"9326",216741965,0,4663,2,7,60000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9327",216741965,0,4664,1,8,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"9328",216741965,1,4664,2,8,45000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9329",216741965,0,4665,1,9,50000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"9330",216741965,1,4665,2,9,65000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"9331",216741965,0,4666,1,10,55000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9332",216741965,1,4666,2,10,45000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"9333",216741965,1,4667,1,11,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"9334",216741965,0,4667,2,11,50000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"9335",216741965,0,4668,1,12,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9336",216741965,1,4668,2,12,65000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"9337",216741967,0,4669,1,1,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9338",216741967,1,4669,2,1,55000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"9339",216741967,1,4670,1,2,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9340",216741967,0,4670,2,2,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9341",216741967,1,4671,1,3,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"9342",216741967,0,4671,2,3,40000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"9343",216741967,0,4672,1,4,45000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9344",216741967,1,4672,2,4,60000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9345",216741967,0,4673,1,5,45000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9346",216741967,1,4673,2,5,55000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"9347",216741967,0,4674,1,6,40000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9348",216741967,1,4674,2,6,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"9349",216741967,0,4675,1,7,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9350",216741967,1,4675,2,7,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9351",216741967,0,4676,1,8,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9352",216741967,1,4676,2,8,70000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-70000
"9353",216741967,0,4677,1,9,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"9354",216741967,1,4677,2,9,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9355",216741967,1,4678,1,10,65000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"9356",216741967,0,4678,2,10,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"9357",216741967,1,4679,1,11,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9358",216741967,0,4679,2,11,45000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"9359",216741967,0,4680,1,12,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9360",216741967,1,4680,2,12,65000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9361",216741972,0,4681,1,1,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"9362",216741972,1,4681,2,1,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9363",216741972,1,4682,1,2,40000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9364",216741972,0,4682,2,2,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9365",216741972,0,4683,1,3,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"9366",216741972,1,4683,2,3,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"9367",216741972,0,4684,1,4,50000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9368",216741972,1,4684,2,4,45000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9369",216741972,0,4685,1,5,55000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9370",216741972,1,4685,2,5,40000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9371",216741972,0,4686,1,6,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9372",216741972,1,4686,2,6,45000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9373",216741972,1,4687,1,7,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"9374",216741972,0,4687,2,7,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9375",216741972,0,4688,1,8,40000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9376",216741972,1,4688,2,8,65000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9377",216741972,1,4689,1,9,70000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"9378",216741972,0,4689,2,9,50000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"9379",216741972,1,4690,1,10,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9380",216741972,0,4690,2,10,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"9381",216741972,1,4691,1,11,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"9382",216741972,0,4691,2,11,60000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9383",216741972,0,4692,1,12,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9384",216741972,1,4692,2,12,45000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9385",216741973,1,4693,1,1,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"9386",216741973,0,4693,2,1,40000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9387",216741973,0,4694,1,2,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9388",216741973,1,4694,2,2,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9389",216741973,0,4695,1,3,60000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9390",216741973,1,4695,2,3,55000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"9391",216741973,0,4696,1,4,65000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"9392",216741973,1,4696,2,4,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"9393",216741973,0,4697,1,5,65000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"9394",216741973,1,4697,2,5,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9395",216741973,0,4698,1,6,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9396",216741973,1,4698,2,6,40000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9397",216741973,0,4699,1,7,65000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9398",216741973,1,4699,2,7,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"9399",216741973,1,4700,1,8,60000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"9400",216741973,0,4700,2,8,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"9401",216741973,0,4701,1,9,70000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"9402",216741973,1,4701,2,9,40000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9403",216741973,1,4702,1,10,65000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"9404",216741973,0,4702,2,10,45000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9405",216741973,0,4703,1,11,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9406",216741973,1,4703,2,11,50000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9407",216741973,1,4704,1,12,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"9408",216741973,0,4704,2,12,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9409",216741976,1,4705,1,1,65000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"9410",216741976,0,4705,2,1,70000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-70000
"9411",216741976,0,4706,1,2,40000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9412",216741976,1,4706,2,2,65000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-65000
"9413",216741976,0,4707,1,3,40000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-40000
"9414",216741976,1,4707,2,3,50000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"9415",216741976,1,4708,1,4,45000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9416",216741976,0,4708,2,4,60000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"9417",216741976,0,4709,1,5,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9418",216741976,1,4709,2,5,55000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-55000
"9419",216741976,1,4710,1,6,65000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9420",216741976,0,4710,2,6,45000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-45000
"9421",216741976,1,4711,1,7,40000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9422",216741976,0,4711,2,7,50000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-50000
"9423",216741976,0,4712,1,8,55000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9424",216741976,1,4712,2,8,60000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"9425",216741976,1,4713,1,9,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"9426",216741976,0,4713,2,9,55000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9427",216741976,1,4714,1,10,50000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"9428",216741976,0,4714,2,10,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9429",216741976,1,4715,1,11,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"9430",216741976,0,4715,2,11,65000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"9431",216741976,1,4716,1,12,40000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9432",216741976,0,4716,2,12,45000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9433",216741977,1,4717,1,1,55000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9434",216741977,0,4717,2,1,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9435",216741977,1,4718,1,2,70000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-70000
"9436",216741977,0,4718,2,2,40000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-40000
"9437",216741977,0,4719,1,3,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-50000
"9438",216741977,1,4719,2,3,55000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9439",216741977,1,4720,1,4,65000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-65000
"9440",216741977,0,4720,2,4,45000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9441",216741977,1,4721,1,5,50000,"no gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-50000
"9442",216741977,0,4721,2,5,40000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9443",216741977,0,4722,1,6,60000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-60000
"9444",216741977,1,4722,2,6,65000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9445",216741977,0,4723,1,7,45000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-45000
"9446",216741977,1,4723,2,7,60000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-60000
"9447",216741977,0,4724,1,8,45000,"no gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-45000
"9448",216741977,1,4724,2,8,70000,"gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-70000
"9449",216741977,0,4725,1,9,55000,"no gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-55000
"9450",216741977,1,4725,2,9,60000,"gender restrictions","no living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-60000
"9451",216741977,0,4726,1,10,60000,"no gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","firearms restrictions",-60000
"9452",216741977,1,4726,2,10,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-65000
"9453",216741977,0,4727,1,11,40000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","firearms restrictions",-40000
"9454",216741977,1,4727,2,11,65000,"gender restrictions","no living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-65000
"9455",216741977,1,4728,1,12,55000,"no gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","firearms restrictions",-55000
"9456",216741977,0,4728,2,12,40000,"gender restrictions","living wage restrictions","salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
"9457",216741978,0,4729,1,1,50000,"gender restrictions","living wage restrictions","no salary equality restrictions","labor rights restrictions","environmental restrictions","faith/morality restrictions","firearms restrictions",-50000
"9458",216741978,1,4729,2,1,45000,"gender restrictions","no living wage restrictions","salary equality restrictions","no labor rights restrictions","no environmental restrictions","no faith/morality restrictions","no firearms restrictions",-45000
"9459",216741978,0,4730,1,2,55000,"no gender restrictions","living wage restrictions","salary equality restrictions","no labor rights restrictions","environmental restrictions","no faith/morality restrictions","no firearms restrictions",-55000
"9460",216741978,1,4730,2,2,40000,"gender restrictions","living wage restrictions","no salary equality restrictions","no labor rights restrictions","no environmental restrictions","faith/morality restrictions","no firearms restrictions",-40000
